,,,,,,,,,
REF_STATE_NAME,REF_COUNTY_NAME,REF_COMMUN_NAME,PRODUCT_EFFECTIVE_DATE,,,,,,
,,"CHICAGO HEIGHTS, CITY OF Total",,,,,,,
,,"CHICAGO RIDGE, VILLAGE OF",8/19/08,,,,,,
,,"CHICAGO RIDGE, VILLAGE OF Total",,,,,,,
,,"CHICAGO, CITY OF",8/19/08,,,,,,
,,"CHICAGO, CITY OF Total",,,,,,,
,,"CICERO, TOWN OF",8/19/08,,,,,,
,,"CICERO, TOWN OF Total",,,,,,,
,,COOK COUNTY ALL JURISDICTIONS,8/19/08,,,,,,
,,COOK COUNTY ALL JURISDICTIONS Total,,,,,,,
,,COOK COUNTY UNINCORPORATED AREAS,8/19/08,,,,,,
,,COOK COUNTY UNINCORPORATED AREAS Total,,,,,,,
,,"COUNTRY CLUB HILLS, CITY OF",8/19/08,,,,,,
,,"COUNTRY CLUB HILLS, CITY OF Total",,,,,,,
,,"COUNTRYSIDE, CITY OF",8/19/08,,,,,,
,,"COUNTRYSIDE, CITY OF Total",,,,,,,
,,"CRESTWOOD, VILLAGE OF",8/19/08,,,,,,
,,"CRESTWOOD, VILLAGE OF Total",,,,,,,
,,"DEER PARK, VILLAGE OF",9/18/13,,,,,,
,,"DEER PARK, VILLAGE OF Total",,,,,,,
,,"DEERFIELD, VILLAGE OF",9/18/13,,,,,,
,,"DEERFIELD, VILLAGE OF Total",,,,,,,
,,"DES PLAINES, CITY OF",8/19/08,,,,,,
,,"DES PLAINES, CITY OF Total",,,,,,,
,,"DIXMOOR, VILLAGE OF",8/19/08,,,,,,
,,"DIXMOOR, VILLAGE OF Total",,,,,,,
,,"DOLTON, VILLAGE OF",8/19/08,,,,,,
,,"DOLTON, VILLAGE OF Total",,,,,,,
,,"EAST DUNDEE, VILLAGE OF",8/3/09,,,,,,
,,"EAST DUNDEE, VILLAGE OF Total",,,,,,,
,,"EAST HAZEL CREST, VILLAGE OF",8/19/08,,,,,,
,,"EAST HAZEL CREST, VILLAGE OF Total",,,,,,,
,,"ELGIN, CITY OF",6/2/15,,,,,,
,,"ELGIN, CITY OF Total",,,,,,,
,,"ELK GROVE VILLAGE, VILLAGE OF",8/19/08,,,,,,
,,"ELK GROVE VILLAGE, VILLAGE OF Total",,,,,,,
,,"ELMHURST, CITY OF",12/16/04,,,,,,
,,"ELMHURST, CITY OF Total",,,,,,,
,,"ELMWOOD PARK, VILLAGE OF",8/19/08,,,,,,
,,"ELMWOOD PARK, VILLAGE OF Total",,,,,,,
,,"EVANSTON, CITY OF",8/19/08,,,,,,
,,"EVANSTON, CITY OF Total",,,,,,,
,,"EVERGREEN PARK, VILLAGE OF",8/19/08,,,,,,
,,"EVERGREEN PARK, VILLAGE OF Total",,,,,,,
,,"FLOSSMOOR, VILLAGE OF",8/19/08,,,,,,
,,"FLOSSMOOR, VILLAGE OF Total",,,,,,,
,,"FORD HEIGHTS, VILLAGE OF",8/19/08,,,,,,
,,"FORD HEIGHTS, VILLAGE OF Total",,,,,,,
,,"FOREST PARK, VILLAGE OF",8/19/08,,,,,,
,,"FOREST PARK, VILLAGE OF Total",,,,,,,
,,"FOREST VIEW, VILLAGE OF",8/19/08,,,,,,
,,"FOREST VIEW, VILLAGE OF Total",,,,,,,
,,"FRANKLIN PARK, VILLAGE OF",8/19/08,,,,,,
,,"FRANKLIN PARK, VILLAGE OF Total",,,,,,,
,,"GLENCOE, VILLAGE OF",8/19/08,,,,,,
,,"GLENCOE, VILLAGE OF Total",,,,,,,
,,"GLENVIEW, VILLAGE OF",8/19/08,,,,,,
,,"GLENVIEW, VILLAGE OF Total",,,,,,,
,,"GLENWOOD, VILLAGE OF",8/19/08,,,,,,
,,"GLENWOOD, VILLAGE OF Total",,,,,,,
,,"GOLF, VILLAGE OF",8/19/08,,,,,,
,,"GOLF, VILLAGE OF Total",,,,,,,
,,"HANOVER PARK, VILLAGE OF",8/19/08,,,,,,
,,"HANOVER PARK, VILLAGE OF Total",,,,,,,
,,"HARVEY, CITY OF",8/19/08,,,,,,
,,"HARVEY, CITY OF Total",,,,,,,
,,"HARWOOD HEIGHTS, VILLAGE OF",8/19/08,,,,,,
,,"HARWOOD HEIGHTS, VILLAGE OF Total",,,,,,,
,,"HAZEL CREST, VILLAGE OF",8/19/08,,,,,,
,,"HAZEL CREST, VILLAGE OF Total",,,,,,,
,,"HICKORY HILLS, CITY OF",8/19/08,,,,,,
,,"HICKORY HILLS, CITY OF Total",,,,,,,
,,"HILLSIDE, VILLAGE OF",8/19/08,,,,,,
,,"HILLSIDE, VILLAGE OF Total",,,,,,,
,,"HINSDALE, VILLAGE OF",8/19/08,,,,,,
,,"HINSDALE, VILLAGE OF Total",,,,,,,
,,"HODGKINS, VILLAGE OF",8/19/08,,,,,,
,,"HODGKINS, VILLAGE OF Total",,,,,,,
,,"HOFFMAN ESTATES, VILLAGE OF",8/3/09,,,,,,
,,"HOFFMAN ESTATES, VILLAGE OF Total",,,,,,,
,,"HOMEWOOD, VILLAGE OF",8/19/08,,,,,,
,,"HOMEWOOD, VILLAGE OF Total",,,,,,,
,,"INDIAN HEAD PARK, VILLAGE OF",8/19/08,,,,,,
,,"INDIAN HEAD PARK, VILLAGE OF Total",,,,,,,
,,"INVERNESS, VILLAGE OF",8/19/08,,,,,,
,,"INVERNESS, VILLAGE OF Total",,,,,,,
,,"JUSTICE, VILLAGE OF",8/19/08,,,,,,
,,"JUSTICE, VILLAGE OF Total",,,,,,,
,,"KENILWORTH, VILLAGE OF",8/19/08,,,,,,
,,"KENILWORTH, VILLAGE OF Total",,,,,,,
,,"LA GRANGE PARK, VILLAGE OF",8/19/08,,,,,,
,,"LA GRANGE PARK, VILLAGE OF Total",,,,,,,
,,"LA GRANGE, VILLAGE OF",8/19/08,,,,,,
,,"LA GRANGE, VILLAGE OF Total",,,,,,,
,,"LANSING, VILLAGE OF",8/19/08,,,,,,
,,"LANSING, VILLAGE OF Total",,,,,,,
,,"LEMONT, VILLAGE OF",8/19/08,,,,,,
,,"LEMONT, VILLAGE OF Total",,,,,,,
,,"LINCOLNWOOD, VILLAGE OF",8/19/08,,,,,,
,,"LINCOLNWOOD, VILLAGE OF Total",,,,,,,
,,"LYNWOOD, VILLAGE OF",8/19/08,,,,,,
,,"LYNWOOD, VILLAGE OF Total",,,,,,,
,,"LYONS, VILLAGE OF",8/19/08,,,,,,
,,"LYONS, VILLAGE OF Total",,,,,,,
,,"MARKHAM, CITY OF",8/19/08,,,,,,
,,"MARKHAM, CITY OF Total",,,,,,,
,,"MATTESON, VILLAGE OF",8/19/08,,,,,,
,,"MATTESON, VILLAGE OF Total",,,,,,,
,,"MAYWOOD, VILLAGE OF",8/19/08,,,,,,
,,"MAYWOOD, VILLAGE OF Total",,,,,,,
,,"MCCOOK, VILLAGE OF",8/19/08,,,,,,
,,"MCCOOK, VILLAGE OF Total",,,,,,,
,,"MELROSE PARK, VILLAGE OF",8/19/08,,,,,,
,,"MELROSE PARK, VILLAGE OF Total",,,,,,,
,,"MERRIONETTE PARK, VILLAGE OF",8/19/08,,,,,,
,,"MERRIONETTE PARK, VILLAGE OF Total",,,,,,,
,,"MIDLOTHIAN, VILLAGE OF",8/19/08,,,,,,
,,"MIDLOTHIAN, VILLAGE OF Total",,,,,,,
,,"MORTON GROVE, VILLAGE OF",8/19/08,,,,,,
,,"MORTON GROVE, VILLAGE OF Total",,,,,,,
,,"MOUNT PROSPECT, VILLAGE OF",8/19/08,,,,,,
,,"MOUNT PROSPECT, VILLAGE OF Total",,,,,,,
,,"NILES, VILLAGE OF",8/19/08,,,,,,
,,"NILES, VILLAGE OF Total",,,,,,,
,,"NORRIDGE, VILLAGE OF",8/19/08,,,,,,
,,"NORRIDGE, VILLAGE OF Total",,,,,,,
,,"NORTH RIVERSIDE, VILLAGE OF",8/19/08,,,,,,
,,"NORTH RIVERSIDE, VILLAGE OF Total",,,,,,,
,,"NORTHBROOK, VILLAGE OF",9/18/13,,,,,,
,,"NORTHBROOK, VILLAGE OF Total",,,,,,,
,,"NORTHFIELD, VILLAGE OF",8/19/08,,,,,,
,,"NORTHFIELD, VILLAGE OF Total",,,,,,,
,,"NORTHLAKE, CITY OF",8/19/08,,,,,,
,,"NORTHLAKE, CITY OF Total",,,,,,,
,,"OAK FOREST, CITY OF",8/19/08,,,,,,
,,"OAK FOREST, CITY OF Total",,,,,,,
,,"OAK LAWN, VILLAGE OF",8/19/08,,,,,,
,,"OAK LAWN, VILLAGE OF Total",,,,,,,
,,"OLYMPIA FIELDS, VILLAGE OF",8/19/08,,,,,,
,,"OLYMPIA FIELDS, VILLAGE OF Total",,,,,,,
,,"ORLAND HILLS, VILLAGE OF",8/19/08,,,,,,
,,"ORLAND HILLS, VILLAGE OF Total",,,,,,,
,,"ORLAND PARK, VILLAGE OF",8/19/08,,,,,,
,,"ORLAND PARK, VILLAGE OF Total",,,,,,,
,,"PALATINE, VILLAGE OF",8/19/08,,,,,,
,,"PALATINE, VILLAGE OF Total",,,,,,,
,,"PALOS HEIGHTS, CITY OF",8/19/08,,,,,,
,,"PALOS HEIGHTS, CITY OF Total",,,,,,,
,,"PALOS HILLS, CITY OF",8/19/08,,,,,,
,,"PALOS HILLS, CITY OF Total",,,,,,,
,,"PALOS PARK, VILLAGE OF",8/19/08,,,,,,
,,"PALOS PARK, VILLAGE OF Total",,,,,,,
,,"PARK FOREST, VILLAGE OF",8/19/08,,,,,,
,,"PARK FOREST, VILLAGE OF Total",,,,,,,
,,"PARK RIDGE, CITY OF",8/19/08,,,,,,
,,"PARK RIDGE, CITY OF Total",,,,,,,
,,"PHOENIX, VILLAGE OF",8/19/08,,,,,,
,,"PHOENIX, VILLAGE OF Total",,,,,,,
,,"POSEN, VILLAGE OF",8/19/08,,,,,,
,,"POSEN, VILLAGE OF Total",,,,,,,
,,"PROSPECT HEIGHTS, CITY OF",8/19/08,,,,,,
,,"PROSPECT HEIGHTS, CITY OF Total",,,,,,,
,,"RICHTON PARK, VILLAGE OF",8/19/08,,,,,,
,,"RICHTON PARK, VILLAGE OF Total",,,,,,,
,,"RIVER FOREST, CITY OF",8/19/08,,,,,,
,,"RIVER FOREST, CITY OF Total",,,,,,,
,,"RIVER GROVE, VILLAGE OF",8/19/08,,,,,,
,,"RIVER GROVE, VILLAGE OF Total",,,,,,,
,,"RIVERDALE, VILLAGE OF",8/19/08,,,,,,
,,"RIVERDALE, VILLAGE OF Total",,,,,,,
,,"RIVERSIDE, VILLAGE OF",8/19/08,,,,,,
,,"RIVERSIDE, VILLAGE OF Total",,,,,,,
,,"ROBBINS, VILLAGE OF",8/19/08,,,,,,
,,"ROBBINS, VILLAGE OF Total",,,,,,,
,,"ROLLING MEADOWS, CITY OF",8/19/08,,,,,,
,,"ROLLING MEADOWS, CITY OF Total",,,,,,,
,,"ROSELLE, VILLAGE OF",8/19/08,,,,,,
,,"ROSELLE, VILLAGE OF Total",,,,,,,
,,"ROSEMONT, VILLAGE OF",8/19/08,,,,,,
,,"ROSEMONT, VILLAGE OF Total",,,,,,,
,,"SAUK VILLAGE, VILLAGE OF",8/19/08,,,,,,
,,"SAUK VILLAGE, VILLAGE OF Total",,,,,,,
,,"SCHAUMBURG, VILLAGE OF",8/19/08,,,,,,
,,"SCHAUMBURG, VILLAGE OF Total",,,,,,,
,,"SCHILLER PARK, VILLAGE OF",8/19/08,,,,,,
,,"SCHILLER PARK, VILLAGE OF Total",,,,,,,
,,"SKOKIE, VILLAGE OF",8/19/08,,,,,,
,,"SKOKIE, VILLAGE OF Total",,,,,,,
,,"SOUTH BARRINGTON, VILLAGE OF",8/19/08,,,,,,
,,"SOUTH BARRINGTON, VILLAGE OF Total",,,,,,,
,,"SOUTH CHICAGO HEIGHTS, VILLAGE OF",8/19/08,,,,,,
,,"SOUTH CHICAGO HEIGHTS, VILLAGE OF Total",,,,,,,
,,"SOUTH HOLLAND, VILLAGE OF",8/19/08,,,,,,
,,"SOUTH HOLLAND, VILLAGE OF Total",,,,,,,
,,"STEGER, VILLAGE OF",8/19/08,,,,,,
,,"STEGER, VILLAGE OF Total",,,,,,,
,,"STICKNEY, VILLAGE OF",8/19/08,,,,,,
,,"STICKNEY, VILLAGE OF Total",,,,,,,
,,"STONE PARK, VILLAGE OF",8/19/08,,,,,,
,,"STONE PARK, VILLAGE OF Total",,,,,,,
,,"STREAMWOOD, VILLAGE OF",8/19/08,,,,,,
,,"STREAMWOOD, VILLAGE OF Total",,,,,,,
,,"SUMMIT, VILLAGE OF",8/19/08,,,,,,
,,"SUMMIT, VILLAGE OF Total",,,,,,,
,,"THORNTON, VILLAGE OF",8/19/08,,,,,,
,,"THORNTON, VILLAGE OF Total",,,,,,,
,,"TINLEY PARK, VILLAGE OF",8/19/08,,,,,,
,,"TINLEY PARK, VILLAGE OF Total",,,,,,,
,,"UNIVERSITY PARK, VILLAGE OF",8/19/08,,,,,,
,,"UNIVERSITY PARK, VILLAGE OF Total",,,,,,,
,,"WESTCHESTER, VILLAGE OF",8/19/08,,,,,,
,,"WESTCHESTER, VILLAGE OF Total",,,,,,,
,,"WESTERN SPRINGS, VILLAGE OF",8/19/08,,,,,,
,,"WESTERN SPRINGS, VILLAGE OF Total",,,,,,,
,,"WHEELING, VILLAGE OF",9/18/13,,,,,,
,,"WHEELING, VILLAGE OF Total",,,,,,,
,,"WILLOW SPRINGS, VILLAGE OF",8/19/08,,,,,,
,,"WILLOW SPRINGS, VILLAGE OF Total",,,,,,,
,,"WILMETTE, VILLAGE OF",8/19/08,,,,,,
,,"WILMETTE, VILLAGE OF Total",,,,,,,
,,"WINNETKA, VILLAGE OF",8/19/08,,,,,,
,,"WINNETKA, VILLAGE OF Total",,,,,,,
,,"WOODRIDGE, VILLAGE OF",12/16/04,,,,,,
,,"WOODRIDGE, VILLAGE OF Total",,,,,,,
,,"WORTH, VILLAGE OF",8/19/08,,,,,,
,,"WORTH, VILLAGE OF Total",,,,,,,
,COOK COUNTY Total,,,,,,,,
,CRAWFORD COUNTY,CRAWFORD COUNTY ALL JURISDICTIONS,6/2/11,,,,,,
,,CRAWFORD COUNTY ALL JURISDICTIONS Total,,,,,,,
,,CRAWFORD COUNTY UNINCORPORATED AREAS,6/2/11,,,,,,
,,CRAWFORD COUNTY UNINCORPORATED AREAS Total,,,,,,,
,,"FLAT ROCK, VILLAGE OF",6/2/11,,,,,,
,,"FLAT ROCK, VILLAGE OF Total",,,,,,,
,,"HUTSONVILLE, VILLAGE OF",6/2/11,,,,,,
,,"HUTSONVILLE, VILLAGE OF Total",,,,,,,
,,"OBLONG, VILLAGE OF",6/2/11,,,,,,
,,"OBLONG, VILLAGE OF Total",,,,,,,
,,"PALESTINE, VILLAGE OF",6/2/11,,,,,,
,,"PALESTINE, VILLAGE OF Total",,,,,,,
,,"ROBINSON, CITY OF",6/2/11,,,,,,
,,"ROBINSON, CITY OF Total",,,,,,,
,,"STOY, VILLAGE OF ",6/2/11,,,,,,
,,"STOY, VILLAGE OF  Total",,,,,,,
,CRAWFORD COUNTY Total,,,,,,,,
,CUMBERLAND COUNTY,CUMBERLAND COUNTY ALL JURISDICTIONS,2/4/11,,,,,,
,,CUMBERLAND COUNTY ALL JURISDICTIONS Total,,,,,,,
,,CUMBERLAND COUNTY UNINCORPORATED AREAS,2/4/11,,,,,,
,,CUMBERLAND COUNTY UNINCORPORATED AREAS Total,,,,,,,
,,"GREENUP,VILLAGE OF",2/4/11,,,,,,
,,"GREENUP,VILLAGE OF Total",,,,,,,
,,"JEWETT, VILLAGE OF",2/4/11,,,,,,
,,"JEWETT, VILLAGE OF Total",,,,,,,
,,"MONTROSE, VILLAGE OF",2/4/11,,,,,,
,,"MONTROSE, VILLAGE OF Total",,,,,,,
,,"NEOGA, CITY OF",2/4/11,,,,,,
,,"NEOGA, CITY OF Total",,,,,,,
,,"TOLEDO, VILLAGE OF",2/4/11,,,,,,
,,"TOLEDO, VILLAGE OF Total",,,,,,,
,CUMBERLAND COUNTY Total,,,,,,,,
,DE WITT COUNTY,"CLINTON, CITY OF",11/2/07,,,,,,
,,"CLINTON, CITY OF Total",,,,,,,
,,DE WITT COUNTY ALL JURISDICTIONS,11/2/07,,,,,,
,,DE WITT COUNTY ALL JURISDICTIONS Total,,,,,,,
,,"DE WITT, VILLAGE OF ",11/2/07,,,,,,
,,"DE WITT, VILLAGE OF  Total",,,,,,,
,,DEWITT COUNTY UNINCORPORATED AREAS,11/2/07,,,,,,
,,DEWITT COUNTY UNINCORPORATED AREAS Total,,,,,,,
,,"FARMER CITY, CITY OF",11/2/07,,,,,,
,,"FARMER CITY, CITY OF Total",,,,,,,
,,"KENNEY, VILLAGE OF",11/2/07,,,,,,
,,"KENNEY, VILLAGE OF Total",,,,,,,
,,"WAPELLA, VILLAGE OF",11/2/07,,,,,,
,,"WAPELLA, VILLAGE OF Total",,,,,,,
,,"WAYNESVILLE, VILLAGE OF ",11/2/07,,,,,,
,,"WAYNESVILLE, VILLAGE OF  Total",,,,,,,
,,"WELDON, VILLAGE OF",11/2/07,,,,,,
,,"WELDON, VILLAGE OF Total",,,,,,,
,DE WITT COUNTY Total,,,,,,,,
,DEKALB COUNTY,"CORTLAND, TOWN OF",1/2/09,,,,,,
,,"CORTLAND, TOWN OF Total",,,,,,,
,,DE KALB COUNTY UNINCORPORATED AREAS,1/2/09,,,,,,
,,DE KALB COUNTY UNINCORPORATED AREAS Total,,,,,,,
,,"DE KALB, CITY OF",1/2/09,,,,,,
,,"DE KALB, CITY OF Total",,,,,,,
,,DEKALB COUNTY ALL JURISDICTIONS,1/2/09,,,,,,
,,DEKALB COUNTY ALL JURISDICTIONS Total,,,,,,,
,,"GENOA, CITY OF",1/2/09,,,,,,
,,"GENOA, CITY OF Total",,,,,,,
,,"HINCKLEY, VILLAGE OF",1/2/09,,,,,,
,,"HINCKLEY, VILLAGE OF Total",,,,,,,
,,"KINGSTON, VILLAGE OF",1/2/09,,,,,,
,,"KINGSTON, VILLAGE OF Total",,,,,,,
,,"KIRKLAND, VILLAGE OF",1/2/09,,,,,,
,,"KIRKLAND, VILLAGE OF Total",,,,,,,
,,"LEE, VILLAGE OF",4/5/10,,,,,,
,,"LEE, VILLAGE OF Total",,,,,,,
,,"MALTA, VILLAGE OF",1/2/09,,,,,,
,,"MALTA, VILLAGE OF Total",,,,,,,
,,"MAPLE PARK, VILLAGE OF",7/17/12,,,,,,
,,"MAPLE PARK, VILLAGE OF Total",,,,,,,
,,"SANDWICH, CITY OF",2/4/09,,,,,,
,,"SANDWICH, CITY OF Total",,,,,,,
,,"SHABBONA, VILLAGE OF",1/2/09,,,,,,
,,"SHABBONA, VILLAGE OF Total",,,,,,,
,,"SOMONAUK, VILLAGE OF",7/18/11,,,,,,
,,"SOMONAUK, VILLAGE OF Total",,,,,,,
,,"SYCAMORE, CITY OF",1/2/09,,,,,,
,,"SYCAMORE, CITY OF Total",,,,,,,
,,"WATERMAN, VILLAGE OF",1/2/09,,,,,,
,,"WATERMAN, VILLAGE OF Total",,,,,,,
,DEKALB COUNTY Total,,,,,,,,
,DOUGLAS COUNTY,"ARCOLA, CITY OF",5/24/11,,,,,,
,,"ARCOLA, CITY OF Total",,,,,,,
,,"ARTHUR, VILLAGE OF",7/18/11,,,,,,
,,"ARTHUR, VILLAGE OF Total",,,,,,,
,,"ATWOOD, VILLAGE OF",6/16/11,,,,,,
,,"ATWOOD, VILLAGE OF Total",,,,,,,
,,"CAMARGO, VILLAGE OF",5/24/11,,,,,,
,,"CAMARGO, VILLAGE OF Total",,,,,,,
,,DOUGLAS COUNTY ALL JURISDICTIONS,5/24/11,,,,,,
,,DOUGLAS COUNTY ALL JURISDICTIONS Total,,,,,,,
,,DOUGLAS COUNTY UNINCORPORATED AREAS,5/24/11,,,,,,
,,DOUGLAS COUNTY UNINCORPORATED AREAS Total,,,,,,,
,,"GARRETT, VILLAGE OF",5/24/11,,,,,,
,,"GARRETT, VILLAGE OF Total",,,,,,,
,,"HINDSBORO, VILLAGE OF",5/24/11,,,,,,
,,"HINDSBORO, VILLAGE OF Total",,,,,,,
,,"NEWMAN, CITY OF",5/24/11,,,,,,
,,"NEWMAN, CITY OF Total",,,,,,,
,,"TUSCOLA, CITY OF",5/24/11,,,,,,
,,"TUSCOLA, CITY OF Total",,,,,,,
,,"VILLA GROVE, CITY OF",5/24/11,,,,,,
,,"VILLA GROVE, CITY OF Total",,,,,,,
,DOUGLAS COUNTY Total,,,,,,,,
,DUPAGE COUNTY,"ADDISON, VILLAGE OF",12/16/04,,,,,,
,,"ADDISON, VILLAGE OF Total",,,,,,,
,,"AURORA, CITY OF",8/3/09,,,,,,
,,"AURORA, CITY OF Total",,,,,,,
,,"BATAVIA, CITY OF",8/3/09,,,,,,
,,"BATAVIA, CITY OF Total",,,,,,,
,,"BLOOMINGDALE, VILLAGE OF",12/16/04,,,,,,
,,"BLOOMINGDALE, VILLAGE OF Total",,,,,,,
,,"BOLINGBROOK, VILLAGE OF",9/22/99,,,,,,
,,"BOLINGBROOK, VILLAGE OF Total",,,,,,,
,,"CAROL STREAM, VILLAGE OF",12/16/04,,,,,,
,,"CAROL STREAM, VILLAGE OF Total",,,,,,,
,,"CLARENDON HILLS, VILLAGE OF",12/16/04,,,,,,
,,"CLARENDON HILLS, VILLAGE OF Total",,,,,,,
,,"DARIEN, CITY OF",12/16/04,,,,,,
,,"DARIEN, CITY OF Total",,,,,,,
,,"DOWNERS GROVE, VILLAGE OF",12/16/04,,,,,,
,,"DOWNERS GROVE, VILLAGE OF Total",,,,,,,
,,DU PAGE COUNTY UNINCORPORATED AREAS,12/16/04,,,,,,
,,DU PAGE COUNTY UNINCORPORATED AREAS Total,,,,,,,
,,DUPAGE COUNTY ALL JURISDICTIONS,12/16/04,,,,,,
,,DUPAGE COUNTY ALL JURISDICTIONS Total,,,,,,,
,,"GLEN ELLYN, VILLAGE OF",12/16/04,,,,,,
,,"GLEN ELLYN, VILLAGE OF Total",,,,,,,
,,"GLENDALE HEIGHTS, VILLAGE OF",12/16/04,,,,,,
,,"GLENDALE HEIGHTS, VILLAGE OF Total",,,,,,,
,,"ITASCA, VILLAGE OF",12/16/04,,,,,,
,,"ITASCA, VILLAGE OF Total",,,,,,,
,,"LISLE, VILLAGE OF",12/16/04,,,,,,
,,"LISLE, VILLAGE OF Total",,,,,,,
,,"LOMBARD, VILLAGE OF",12/16/04,,,,,,
,,"LOMBARD, VILLAGE OF Total",,,,,,,
,,"NAPERVILLE, CITY OF",5/18/92,,,,,,
,,"NAPERVILLE, CITY OF Total",,,,,,,
,,"OAK BROOK, VILLAGE OF",8/19/08,,,,,,
,,"OAK BROOK, VILLAGE OF Total",,,,,,,
,,"OAKBROOK TERRACE, CITY OF",12/16/04,,,,,,
,,"OAKBROOK TERRACE, CITY OF Total",,,,,,,
,,"ST. CHARLES, CITY OF",8/3/09,,,,,,
,,"ST. CHARLES, CITY OF Total",,,,,,,
,,"VILLA PARK, VILLAGE OF",12/16/04,,,,,,
,,"VILLA PARK, VILLAGE OF Total",,,,,,,
,,"WARRENVILLE, CITY OF",12/16/04,,,,,,
,,"WARRENVILLE, CITY OF Total",,,,,,,
,,"WAYNE, VILLAGE OF",8/3/09,,,,,,
,,"WAYNE, VILLAGE OF Total",,,,,,,
,,"WEST CHICAGO, CITY OF",12/16/04,,,,,,
,,"WEST CHICAGO, CITY OF Total",,,,,,,
,,"WESTMONT, VILLAGE OF",12/16/04,,,,,,
,,"WESTMONT, VILLAGE OF Total",,,,,,,
,,"WHEATON, CITY OF",12/16/04,,,,,,
,,"WHEATON, CITY OF Total",,,,,,,
,,"WILLOWBROOK, VILLAGE OF",12/16/04,,,,,,
,,"WILLOWBROOK, VILLAGE OF Total",,,,,,,
,,"WINFIELD, VILLAGE OF",12/16/04,,,,,,
,,"WINFIELD, VILLAGE OF Total",,,,,,,
,,"WOOD DALE, CITY OF",12/16/04,,,,,,
,,"WOOD DALE, CITY OF Total",,,,,,,
,DUPAGE COUNTY Total,,,,,,,,
,EDGAR COUNTY,"BROCTON, VILLAGE OF",1/19/11,,,,,,
,,"BROCTON, VILLAGE OF Total",,,,,,,
,,"CHRISMAN, CITY OF",1/19/11,,,,,,
,,"CHRISMAN, CITY OF Total",,,,,,,
,,EDGAR COUNTY ALL JURISDICTIONS,1/19/11,,,,,,
,,EDGAR COUNTY ALL JURISDICTIONS Total,,,,,,,
,,EDGAR COUNTY UNINCORPORATED AREAS,1/19/11,,,,,,
,,EDGAR COUNTY UNINCORPORATED AREAS Total,,,,,,,
,,"HUME, VILLAGE OF",1/19/11,,,,,,
,,"HUME, VILLAGE OF Total",,,,,,,
,,"METCALF, VILLAGE OF",1/19/11,,,,,,
,,"METCALF, VILLAGE OF Total",,,,,,,
,,"PARIS, CITY OF",1/19/11,,,,,,
,,"PARIS, CITY OF Total",,,,,,,
,,"REDMON, VILLAGE OF",1/19/11,,,,,,
,,"REDMON, VILLAGE OF Total",,,,,,,
,,"VERMILION, VILLAGE OF ",1/19/11,,,,,,
,,"VERMILION, VILLAGE OF  Total",,,,,,,
,EDGAR COUNTY Total,,,,,,,,
,EDWARDS COUNTY,"BROWNS, VILLAGE OF",8/24/84,,,,,,
,,"BROWNS, VILLAGE OF Total",,,,,,,
,,EDWARDS COUNTY UNINCORPORATED AREAS,12/7/84,,,,,,
,,EDWARDS COUNTY UNINCORPORATED AREAS Total,,,,,,,
,,"GRAYVILLE, CITY OF",2/16/12,,,,,,
,,"GRAYVILLE, CITY OF Total",,,,,,,
,EDWARDS COUNTY Total,,,,,,,,
,EFFINGHAM COUNTY,"ALTAMONT, CITY OF",9/4/85,,,,,,
,,"ALTAMONT, CITY OF Total",,,,,,,
,,EFFINGHAM COUNTY UNINCORPORATED AREAS,12/23/77,,,,,,
,,EFFINGHAM COUNTY UNINCORPORATED AREAS Total,,,,,,,
,,"EFFINGHAM, CITY OF",7/18/85,,,,,,
,,"EFFINGHAM, CITY OF Total",,,,,,,
,,"TEUTOPOLIS, VILLAGE OF",8/19/85,,,,,,
,,"TEUTOPOLIS, VILLAGE OF Total",,,,,,,
,,"WATSON, VILLAGE OF",2/2/79,,,,,,
,,"WATSON, VILLAGE OF Total",,,,,,,
,EFFINGHAM COUNTY Total,,,,,,,,
,FAYETTE COUNTY,"FARINA, VILLAGE OF",11/16/11,,,,,,
,,"FARINA, VILLAGE OF Total",,,,,,,
,,FAYETTE COUNTY UNINCORPORATED AREAS,1/6/78,,,,,,
,,FAYETTE COUNTY UNINCORPORATED AREAS Total,,,,,,,
,,"VANDALIA, CITY OF",8/16/88,,,,,,
,,"VANDALIA, CITY OF Total",,,,,,,
,FAYETTE COUNTY Total,,,,,,,,
,FORD COUNTY,FORD COUNTY UNINCORPORATED AREAS,2/23/79,,,,,,
,,FORD COUNTY UNINCORPORATED AREAS Total,,,,,,,
,,"GIBSON CITY, CITY OF",1/30/76,,,,,,
,,"GIBSON CITY, CITY OF Total",,,,,,,
,FORD COUNTY Total,,,,,,,,
,FRANKLIN COUNTY,"BENTON, CITY OF",11/18/09,,,,,,
,,"BENTON, CITY OF Total",,,,,,,
,,"BUCKNER, VILLAGE OF",11/18/09,,,,,,
,,"BUCKNER, VILLAGE OF Total",,,,,,,
,,"CHRISTOPHER, CITY OF",11/18/09,,,,,,
,,"CHRISTOPHER, CITY OF Total",,,,,,,
,,"EWING, VILLAGE OF ",11/18/09,,,,,,
,,"EWING, VILLAGE OF  Total",,,,,,,
,,FRANKLIN COUNTY ALL JURISDICTIONS,11/18/09,,,,,,
,,FRANKLIN COUNTY ALL JURISDICTIONS Total,,,,,,,
,,FRANKLIN COUNTY UNINCORPORATED AREAS,11/18/09,,,,,,
